weight_class,category,direction,rank,fighter,score,prior_fights,days_since_last_fight,supporting_stats_json
Women's Flyweight,overall,worst,2,Diana Belbita,-1.334,8,399,"{""prior_elo"": 1442.295, ""prior_win_rate"": 0.25, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -4.808, ""prior_finish_win_rate"": 0.0}"
Women's Flyweight,overall,worst,3,Ji Yeon Kim,-1.319,10,1092,"{""prior_elo"": 1441.158, ""prior_win_rate"": 0.3, ""recent_5_win_rate"": 0.0, ""avg_sig_str_differential_per_15"": 1.078, ""prior_finish_win_rate"": 0.1}"
Women's Flyweight,overall,worst,4,Lucie Pudilova,-1.289,11,658,"{""prior_elo"": 1437.137, ""prior_win_rate"": 0.273, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -6.925, ""prior_finish_win_rate"": 0.091}"
Women's Flyweight,overall,worst,5,Julija Stoliarenko,-1.234,9,273,"{""prior_elo"": 1433.305, ""prior_win_rate"": 0.222, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -30.156, ""prior_finish_win_rate"": 0.222}"
Women's Flyweight,striking,best,1,Zhang Weili,2.166,13,175,"{""avg_sig_str_differential_per_15"": 79.698, ""avg_sig_str_landed_per_15"": 124.347, ""avg_sig_str_absorbed_per_15"": 44.649, ""avg_sig_str_accuracy"": 0.57, ""avg_sig_str_defense"": 0.547, ""avg_kd_for"": 0.231, ""avg_kd_against"": 0.154}"
Women's Flyweight,striking,best,2,Manon Fiorot,1.467,9,203,"{""avg_sig_str_differential_per_15"": 54.291, ""avg_sig_str_landed_per_15"": 101.66, ""avg_sig_str_absorbed_per_15"": 47.369, ""avg_sig_str_accuracy"": 0.454, ""avg_sig_str_defense"": 0.693, ""avg_kd_for"": 0.111, ""avg_kd_against"": 0.111}"
Women's Flyweight,striking,best,3,Natalia Silva,1.252,8,105,"{""avg_sig_str_differential_per_15"": 39.638, ""avg_sig_str_landed_per_15"": 74.634, ""avg_sig_str_absorbed_per_15"": 34.997, ""avg_sig_str_accuracy"": 0.454, ""avg_sig_str_defense"": 0.654, ""avg_kd_for"": 0.25, ""avg_kd_against"": 0.0}"
Women's Flyweight,striking,best,4,Mariya Agapova,1.051,6,665,"{""avg_sig_str_differential_per_15"": 32.167, ""avg_sig_str_landed_per_15"": 76.74, ""avg_sig_str_absorbed_per_15"": 44.572, ""avg_sig_str_accuracy"": 0.514, ""avg_sig_str_defense"": 0.525, ""avg_kd_for"": 0.333, ""avg_kd_against"": 0.0}"
Women's Flyweight,striking,best,5,Casey O'Neill,0.912,8,42,"{""avg_sig_str_differential_per_15"": 31.853, ""avg_sig_str_landed_per_15"": 110.943, ""avg_sig_str_absorbed_per_15"": 79.09, ""avg_sig_str_accuracy"": 0.509, ""avg_sig_str_defense"": 0.53, ""avg_kd_for"": 0.125, ""avg_kd_against"": 0.0}"
Women's Flyweight,striking,worst,1,Victoria Leonardo,-2.456,5,623,"{""avg_sig_str_differential_per_15"": -61.8, ""avg_sig_str_landed_per_15"": 36.266, ""avg_sig_str_absorbed_per_15"": 98.066, ""avg_sig_str_accuracy"": 0.307, ""avg_sig_str_defense"": 0.501, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.4}"
Women's Flyweight,striking,worst,2,Juliana Miller,-1.48,5,77,"{""avg_sig_str_differential_per_15"": -42.203, ""avg_sig_str_landed_per_15"": 48.76, ""avg_sig_str_absorbed_per_15"": 90.964, ""avg_sig_str_accuracy"": 0.406, ""avg_sig_str_defense"": 0.414, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.0}"
Women's Flyweight,striking,worst,3,Vanessa Demopoulos,-1.194,10,329,"{""avg_sig_str_differential_per_15"": -29.224, ""avg_sig_str_landed_per_15"": 47.848, ""avg_sig_str_absorbed_per_15"": 77.072, ""avg_sig_str_accuracy"": 0.401, ""avg_sig_str_defense"": 0.409, ""avg_kd_for"": 0.1, ""avg_kd_against"": 0.1}"
Women's Flyweight,striking,worst,4,Julija Stoliarenko,-1.122,9,273,"{""avg_sig_str_differential_per_15"": -30.156, ""avg_sig_str_landed_per_15"": 53.268, ""avg_sig_str_absorbed_per_15"": 83.424, ""avg_sig_str_accuracy"": 0.398, ""avg_sig_str_defense"": 0.458, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.0}"
Women's Flyweight,striking,worst,5,Gabriella Fernandes,-1.116,6,42,"{""avg_sig_str_differential_per_15"": -35.29, ""avg_sig_str_landed_per_15"": 49.22, ""avg_sig_str_absorbed_per_15"": 84.51, ""avg_sig_str_accuracy"": 0.421, ""avg_sig_str_defense"": 0.547, ""avg_kd_for"": 0.167, ""avg_kd_against"": 0.167}"
Women's Flyweight,grappling,best,1,Erin Blanchfield,1.68,9,175,"{""avg_td_landed_per_15"": 2.3, ""avg_td_accuracy"": 0.458, ""avg_td_defense"": 0.854, ""avg_ctrl_seconds_per_15"": 371.226, ""avg_sub_att_per_15"": 1.741, ""avg_td_absorbed_per_15"": 0.741, ""avg_ctrl_absorbed_seconds_per_15"": 20.507}"
Women's Flyweight,grappling,best,2,Jasmine Jasudavicius,1.572,12,21,"{""avg_td_landed_per_15"": 2.527, ""avg_td_accuracy"": 0.521, ""avg_td_defense"": 0.698, ""avg_ctrl_seconds_per_15"": 402.494, ""avg_sub_att_per_15"": 0.914, ""avg_td_absorbed_per_15"": 0.333, ""avg_ctrl_absorbed_seconds_per_15"": 26.433}"
Women's Flyweight,grappling,best,3,Taila Santos,1.495,7,987,"{""avg_td_landed_per_15"": 1.971, ""avg_td_accuracy"": 0.786, ""avg_td_defense"": 0.833, ""avg_ctrl_seconds_per_15"": 350.742, ""avg_sub_att_per_15"": 1.718, ""avg_td_absorbed_per_15"": 0.543, ""avg_ctrl_absorbed_seconds_per_15"": 185.143}"
Women's Flyweight,grappling,best,4,Valentina Shevchenko,1.444,18,175,"{""avg_td_landed_per_15"": 3.234, ""avg_td_accuracy"": 0.711, ""avg_td_defense"": 0.761, ""avg_ctrl_seconds_per_15"": 323.712, ""avg_sub_att_per_15"": 0.552, ""avg_td_absorbed_per_15"": 0.521, ""avg_ctrl_absorbed_seconds_per_15"": 134.564}"
Women's Flyweight,grappling,best,5,Julija Stoliarenko,1.152,9,273,"{""avg_td_landed_per_15"": 3.871, ""avg_td_accuracy"": 0.358, ""avg_td_defense"": 0.517, ""avg_ctrl_seconds_per_15"": 125.355, ""avg_sub_att_per_15"": 4.031, ""avg_td_absorbed_per_15"": 0.563, ""avg_ctrl_absorbed_seconds_per_15"": 285.551}"
Women's Flyweight,grappling,worst,1,Vanessa Demopoulos,-1.23,10,329,"{""avg_td_landed_per_15"": 0.3, ""avg_td_accuracy"": 0.092, ""avg_td_defense"": 0.367, ""avg_ctrl_seconds_per_15"": 95.7, ""avg_sub_att_per_15"": 1.241, ""avg_td_absorbed_per_15"": 1.633, ""avg_ctrl_absorbed_seconds_per_15"": 319.217}"
Women's Flyweight,grappling,worst,2,Ji Yeon Kim,-1.099,10,1092,"{""avg_td_landed_per_15"": 0.0, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.458, ""avg_ctrl_seconds_per_15"": 99.103, ""avg_sub_att_per_15"": 0.126, ""avg_td_absorbed_per_15"": 1.102, ""avg_ctrl_absorbed_seconds_per_15"": 133.255}"
Women's Flyweight,grappling,worst,3,Katlyn Cerminara,-1.088,17,791,"{""avg_td_landed_per_15"": 0.294, ""avg_td_accuracy"": 0.142, ""avg_td_defense"": 0.523, ""avg_ctrl_seconds_per_15"": 70.075, ""avg_sub_att_per_15"": 0.294, ""avg_td_absorbed_per_15"": 1.834, ""avg_ctrl_absorbed_seconds_per_15"": 158.836}"
Women's Flyweight,grappling,worst,4,Gabriella Fernandes,-1.042,6,42,"{""avg_td_landed_per_15"": 0.333, ""avg_td_accuracy"": 0.083, ""avg_td_defense"": 0.74, ""avg_ctrl_seconds_per_15"": 36.94, ""avg_sub_att_per_15"": 0.284, ""avg_td_absorbed_per_15"": 1.5, ""avg_ctrl_absorbed_seconds_per_15"": 246.667}"
Women's Flyweight,grappling,worst,5,Mariya Agapova,-0.922,6,665,"{""avg_td_landed_per_15"": 0.754, ""avg_td_accuracy"": 1.0, ""avg_td_defense"": 0.293, ""avg_ctrl_seconds_per_15"": 117.099, ""avg_sub_att_per_15"": 1.497, ""avg_td_absorbed_per_15"": 3.095, ""avg_ctrl_absorbed_seconds_per_15"": 413.268}"
Women's Flyweight,wrestling,best,1,Valentina Shevchenko,1.704,18,175,"{""avg_td_landed_per_15"": 3.234, ""avg_td_attempted_per_15"": 4.607, ""avg_td_accuracy"": 0.711, ""avg_td_defense"": 0.761, ""avg_ctrl_seconds_per_15"": 323.712, ""avg_td_absorbed_per_15"": 0.521}"
Women's Flyweight,wrestling,best,2,Jasmine Jasudavicius,1.534,12,21,"{""avg_td_landed_per_15"": 2.527, ""avg_td_attempted_per_15"": 5.541, ""avg_td_accuracy"": 0.521, ""avg_td_defense"": 0.698, ""avg_ctrl_seconds_per_15"": 402.494, ""avg_td_absorbed_per_15"": 0.333}"
Women's Flyweight,wrestling,best,3,Erin Blanchfield,1.439,9,175,"{""avg_td_landed_per_15"": 2.3, ""avg_td_attempted_per_15"": 6.115, ""avg_td_accuracy"": 0.458, ""avg_td_defense"": 0.854, ""avg_ctrl_seconds_per_15"": 371.226, ""avg_td_absorbed_per_15"": 0.741}"
Women's Flyweight,wrestling,best,4,Taila Santos,1.31,7,987,"{""avg_td_landed_per_15"": 1.971, ""avg_td_attempted_per_15"": 2.686, ""avg_td_accuracy"": 0.786, ""avg_td_defense"": 0.833, ""avg_ctrl_seconds_per_15"": 350.742, ""avg_td_absorbed_per_15"": 0.543}"
Women's Flyweight,wrestling,best,5,Julija Stoliarenko,1.007,9,273,"{""avg_td_landed_per_15"": 3.871, ""avg_td_attempted_per_15"": 6.559, ""avg_td_accuracy"": 0.358, ""avg_td_defense"": 0.517, ""avg_ctrl_seconds_per_15"": 125.355, ""avg_td_absorbed_per_15"": 0.563}"
Women's Flyweight,wrestling,worst,1,Ji Yeon Kim,-1.332,10,1092,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 0.426, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.458, ""avg_ctrl_seconds_per_15"": 99.103, ""avg_td_absorbed_per_15"": 1.102}"
Women's Flyweight,wrestling,worst,2,Vanessa Demopoulos,-1.24,10,329,"{""avg_td_landed_per_15"": 0.3, ""avg_td_attempted_per_15"": 2.9, ""avg_td_accuracy"": 0.092, ""avg_td_defense"": 0.367, ""avg_ctrl_seconds_per_15"": 95.7, ""avg_td_absorbed_per_15"": 1.633}"
Women's Flyweight,wrestling,worst,3,Katlyn Cerminara,-1.202,17,791,"{""avg_td_landed_per_15"": 0.294, ""avg_td_attempted_per_15"": 1.882, ""avg_td_accuracy"": 0.142, ""avg_td_defense"": 0.523, ""avg_ctrl_seconds_per_15"": 70.075, ""avg_td_absorbed_per_15"": 1.834}"
Women's Flyweight,wrestling,worst,4,Gabriella Fernandes,-0.987,6,42,"{""avg_td_landed_per_15"": 0.333, ""avg_td_attempted_per_15"": 2.067, ""avg_td_accuracy"": 0.083, ""avg_td_defense"": 0.74, ""avg_ctrl_seconds_per_15"": 36.94, ""avg_td_absorbed_per_15"": 1.5}"
Women's Flyweight,wrestling,worst,5,Alexa Grasso,-0.935,14,42,"{""avg_td_landed_per_15"": 0.728, ""avg_td_attempted_per_15"": 1.323, ""avg_td_accuracy"": 0.321, ""avg_td_defense"": 0.553, ""avg_ctrl_seconds_per_15"": 104.574, ""avg_td_absorbed_per_15"": 2.36}"
Women's Flyweight,finishing,best,1,Casey O'Neill,1.186,8,42,"{""prior_finish_win_rate"": 0.5, ""avg_kd_for"": 0.125, ""avg_sub_att_per_15"": 0.632, ""prior_win_rate"": 0.75}"
Women's Flyweight,finishing,best,2,Karine Silva,1.104,8,21,"{""prior_finish_win_rate"": 0.375, ""avg_kd_for"": 0.125, ""avg_sub_att_per_15"": 2.454, ""prior_win_rate"": 0.625}"
Women's Flyweight,finishing,best,3,Erin Blanchfield,1.088,9,175,"{""prior_finish_win_rate"": 0.444, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 1.741, ""prior_win_rate"": 0.889}"
Women's Flyweight,finishing,best,4,Melissa Gatto,1.081,6,35,"{""prior_finish_win_rate"": 0.5, ""avg_kd_for"": 0.167, ""avg_sub_att_per_15"": 0.402, ""prior_win_rate"": 0.5}"
Women's Flyweight,finishing,best,5,Mariya Agapova,0.958,6,665,"{""prior_finish_win_rate"": 0.333, ""avg_kd_for"": 0.333, ""avg_sub_att_per_15"": 1.497, ""prior_win_rate"": 0.333}"
Women's Flyweight,finishing,worst,1,Victoria Leonardo,-1.332,5,623,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.2}"
Women's Flyweight,finishing,worst,2,Diana Belbita,-1.072,8,399,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.125, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.25}"
Women's Flyweight,finishing,worst,3,Tracy Cortez,-0.959,8,175,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.375, ""prior_win_rate"": 0.75}"
Women's Flyweight,finishing,worst,4,Katlyn Cerminara,-0.921,17,791,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.059, ""avg_sub_att_per_15"": 0.294, ""prior_win_rate"": 0.647}"
Women's Flyweight,finishing,worst,5,JJ Aldrich,-0.886,17,21,"{""prior_finish_win_rate"": 0.059, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.647}"
Women's Flyweight,defense,best,1,Manon Fiorot,1.642,9,203,"{""avg_sig_str_defense"": 0.693, ""avg_td_defense"": 0.921, ""avg_sig_str_absorbed_per_15"": 47.369, ""avg_td_absorbed_per_15"": 0.244, ""avg_ctrl_absorbed_seconds_per_15"": 22.698, ""avg_kd_against"": 0.111, ""prior_finish_loss_rate"": 0.0}"
Women's Flyweight,defense,best,2,Natalia Silva,1.502,8,105,"{""avg_sig_str_defense"": 0.654, ""avg_td_defense"": 0.935, ""avg_sig_str_absorbed_per_15"": 34.997, ""avg_td_absorbed_per_15"": 0.414, ""avg_ctrl_absorbed_seconds_per_15"": 158.222, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Women's Flyweight,defense,best,3,Valentina Shevchenko,1.212,18,175,"{""avg_sig_str_defense"": 0.622, ""avg_td_defense"": 0.761, ""avg_sig_str_absorbed_per_15"": 26.736, ""avg_td_absorbed_per_15"": 0.521, ""avg_ctrl_absorbed_seconds_per_15"": 134.564, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.056}"
Women's Flyweight,defense,best,4,Jamey-Lyn Horth,1.026,7,21,"{""avg_sig_str_defense"": 0.666, ""avg_td_defense"": 0.813, ""avg_sig_str_absorbed_per_15"": 36.486, ""avg_td_absorbed_per_15"": 1.0, ""avg_ctrl_absorbed_seconds_per_15"": 278.0, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Women's Flyweight,defense,best,5,Erin Blanchfield,1.016,9,175,"{""avg_sig_str_defense"": 0.587, ""avg_td_defense"": 0.854, ""avg_sig_str_absorbed_per_15"": 62.173, ""avg_td_absorbed_per_15"": 0.741, ""avg_ctrl_absorbed_seconds_per_15"": 20.507, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Women's Flyweight,defense,worst,1,Mariya Agapova,-1.385,6,665,"{""avg_sig_str_defense"": 0.525, ""avg_td_defense"": 0.293, ""avg_sig_str_absorbed_per_15"": 44.572, ""avg_td_absorbed_per_15"": 3.095, ""avg_ctrl_absorbed_seconds_per_15"": 413.268, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.667}"
Women's Flyweight,defense,worst,2,Vanessa Demopoulos,-1.367,10,329,"{""avg_sig_str_defense"": 0.409, ""avg_td_defense"": 0.367, ""avg_sig_str_absorbed_per_15"": 77.072, ""avg_td_absorbed_per_15"": 1.633, ""avg_ctrl_absorbed_seconds_per_15"": 319.217, ""avg_kd_against"": 0.1, ""prior_finish_loss_rate"": 0.1}"
Women's Flyweight,defense,worst,3,Diana Belbita,-1.132,8,399,"{""avg_sig_str_defense"": 0.492, ""avg_td_defense"": 0.506, ""avg_sig_str_absorbed_per_15"": 91.439, ""avg_td_absorbed_per_15"": 2.572, ""avg_ctrl_absorbed_seconds_per_15"": 242.64, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.375}"
Women's Flyweight,defense,worst,4,Victoria Leonardo,-1.038,5,623,"{""avg_sig_str_defense"": 0.501, ""avg_td_defense"": 0.6, ""avg_sig_str_absorbed_per_15"": 98.066, ""avg_td_absorbed_per_15"": 0.628, ""avg_ctrl_absorbed_seconds_per_15"": 93.906, ""avg_kd_against"": 0.4, ""prior_finish_loss_rate"": 0.8}"
Women's Flyweight,defense,worst,5,Juliana Miller,-1.007,5,77,"{""avg_sig_str_defense"": 0.414, ""avg_td_defense"": 0.4, ""avg_sig_str_absorbed_per_15"": 90.964, ""avg_td_absorbed_per_15"": 1.0, ""avg_ctrl_absorbed_seconds_per_15"": 175.521, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.2}"
Women's Flyweight,elo,best,1,Valentina Shevchenko,1684.212,18,175,"{""prior_elo"": 1684.212, ""prior_peak_elo"": 1684.212, ""prior_win_rate"": 0.833, ""prior_fights"": 18}"
Women's Flyweight,elo,best,2,Natalia Silva,1628.379,8,105,"{""prior_elo"": 1628.379, ""prior_peak_elo"": 1628.379, ""prior_win_rate"": 1.0, ""prior_fights"": 8}"
Women's Flyweight,elo,best,3,Zhang Weili,1622.565,13,175,"{""prior_elo"": 1622.565, ""prior_peak_elo"": 1637.066, ""prior_win_rate"": 0.769, ""prior_fights"": 13}"
Women's Flyweight,elo,best,4,Manon Fiorot,1622.419,9,203,"{""prior_elo"": 1622.419, ""prior_peak_elo"": 1622.419, ""prior_win_rate"": 0.889, ""prior_fights"": 9}"
Women's Flyweight,elo,best,5,Erin Blanchfield,1613.617,9,175,"{""prior_elo"": 1613.617, ""prior_peak_elo"": 1613.617, ""prior_win_rate"": 0.889, ""prior_fights"": 9}"
Women's Flyweight,elo,worst,1,Julija Stoliarenko,1433.305,9,273,"{""prior_elo"": 1433.305, ""prior_peak_elo"": 1486.4, ""prior_win_rate"": 0.222, ""prior_fights"": 9}"
Women's Flyweight,elo,worst,2,Lucie Pudilova,1437.137,11,658,"{""prior_elo"": 1437.137, ""prior_peak_elo"": 1516.641, ""prior_win_rate"": 0.273, ""prior_fights"": 11}"
Women's Flyweight,elo,worst,3,Ji Yeon Kim,1441.158,10,1092,"{""prior_elo"": 1441.158, ""prior_peak_elo"": 1515.467, ""prior_win_rate"": 0.3, ""prior_fights"": 10}"
Women's Flyweight,elo,worst,4,Diana Belbita,1442.295,8,399,"{""prior_elo"": 1442.295, ""prior_peak_elo"": 1485.142, ""prior_win_rate"": 0.25, ""prior_fights"": 8}"
Women's Flyweight,elo,worst,5,Victoria Leonardo,1443.63,5,623,"{""prior_elo"": 1443.63, ""prior_peak_elo"": 1480.0, ""prior_win_rate"": 0.2, ""prior_fights"": 5}"
Women's Flyweight,experience,best,1,Rose Namajunas,19.0,19,105,"{""prior_fights"": 19, ""prior_wins"": 12, ""prior_losses"": 7, ""prior_win_rate"": 0.632}"
Women's Flyweight,experience,best,2,Valentina Shevchenko,18.0,18,175,"{""prior_fights"": 18, ""prior_wins"": 15, ""prior_losses"": 3, ""prior_win_rate"": 0.833}"
Women's Flyweight,experience,best,3,Joanne Wood,17.0,17,791,"{""prior_fights"": 17, ""prior_wins"": 9, ""prior_losses"": 8, ""prior_win_rate"": 0.529}"
Women's Flyweight,experience,best,4,JJ Aldrich,17.0,17,21,"{""prior_fights"": 17, ""prior_wins"": 11, ""prior_losses"": 6, ""prior_win_rate"": 0.647}"
Women's Flyweight,experience,best,5,Katlyn Cerminara,17.0,17,791,"{""prior_fights"": 17, ""prior_wins"": 11, ""prior_losses"": 6, ""prior_win_rate"": 0.647}"
Women's Flyweight,experience,worst,1,Victoria Leonardo,5.0,5,623,"{""prior_fights"": 5, ""prior_wins"": 1, ""prior_losses"": 4, ""prior_win_rate"": 0.2}"
Women's Flyweight,experience,worst,2,Juliana Miller,5.0,5,77,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Women's Flyweight,experience,worst,3,Dione Barbosa,5.0,5,35,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Women's Flyweight,experience,worst,4,Mariya Agapova,6.0,6,665,"{""prior_fights"": 6, ""prior_wins"": 2, ""prior_losses"": 4, ""prior_win_rate"": 0.333}"
Women's Flyweight,experience,worst,5,Melissa Gatto,6.0,6,35,"{""prior_fights"": 6, ""prior_wins"": 3, ""prior_losses"": 3, ""prior_win_rate"": 0.5}"
Women's Flyweight,reach,best,1,Ji Yeon Kim,72.0,10,1092,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Women's Flyweight,reach,best,2,Melissa Gatto,69.0,6,35,"{""height_inches"": 65.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 4.0}"
Women's Flyweight,reach,best,3,Casey O'Neill,69.0,8,42,"{""height_inches"": 66.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 3.0}"
Women's Flyweight,reach,best,4,Andrea Lee,69.0,14,434,"{""height_inches"": 66.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 3.0}"
Women's Flyweight,reach,best,5,Diana Belbita,68.0,8,399,"{""height_inches"": 67.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": 1.0}"
Women's Flyweight,reach,worst,1,Vanessa Demopoulos,59.0,10,329,"{""height_inches"": 62.0, ""reach_inches"": 59.0, ""reach_minus_height_inches"": -3.0}"
Women's Flyweight,reach,worst,2,Zhang Weili,63.0,13,175,"{""height_inches"": 64.0, ""reach_inches"": 63.0, ""reach_minus_height_inches"": -1.0}"
Women's Flyweight,reach,worst,3,Jennifer Maia,64.0,12,938,"{""height_inches"": 64.0, ""reach_inches"": 64.0, ""reach_minus_height_inches"": 0.0}"
Women's Flyweight,reach,worst,4,Veronica Hardy,64.0,10,217,"{""height_inches"": 64.0, ""reach_inches"": 64.0, ""reach_minus_height_inches"": 0.0}"
Women's Flyweight,reach,worst,5,Victoria Leonardo,64.0,5,623,"{""height_inches"": 65.0, ""reach_inches"": 64.0, ""reach_minus_height_inches"": -1.0}"
Women's Flyweight,reach_for_size,best,1,Ji Yeon Kim,5.0,10,1092,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Women's Flyweight,reach_for_size,best,2,Viviane Araujo,4.0,13,315,"{""height_inches"": 64.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": 4.0}"
Women's Flyweight,reach_for_size,best,3,Melissa Gatto,4.0,6,35,"{""height_inches"": 65.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 4.0}"
Women's Flyweight,reach_for_size,best,4,Andrea Lee,3.0,14,434,"{""height_inches"": 66.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 3.0}"
Women's Flyweight,reach_for_size,best,5,Casey O'Neill,3.0,8,42,"{""height_inches"": 66.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 3.0}"
Women's Flyweight,reach_for_size,worst,1,Vanessa Demopoulos,-3.0,10,329,"{""height_inches"": 62.0, ""reach_inches"": 59.0, ""reach_minus_height_inches"": -3.0}"
Women's Flyweight,reach_for_size,worst,2,Manon Fiorot,-2.0,9,203,"{""height_inches"": 67.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": -2.0}"
Women's Flyweight,reach_for_size,worst,3,Joanne Wood,-1.0,17,791,"{""height_inches"": 66.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": -1.0}"
Women's Flyweight,reach_for_size,worst,4,Katlyn Cerminara,-1.0,17,791,"{""height_inches"": 69.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": -1.0}"
Women's Flyweight,reach_for_size,worst,5,Victoria Leonardo,-1.0,5,623,"{""height_inches"": 65.0, ""reach_inches"": 64.0, ""reach_minus_height_inches"": -1.0}"
Women's Bantamweight,overall,best,1,Amanda Nunes,2.363,18,1064,"{""prior_elo"": 1691.753, ""prior_win_rate"": 0.889, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 73.47, ""prior_finish_win_rate"": 0.556}"
Women's Bantamweight,overall,best,2,Jacqueline Cavalcanti,1.046,5,182,"{""prior_elo"": 1570.024, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 37.2, ""prior_finish_win_rate"": 0.0}"
Women's Bantamweight,overall,best,3,Ailin Perez,0.924,7,70,"{""prior_elo"": 1575.948, ""prior_win_rate"": 0.857, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 17.468, ""prior_finish_win_rate"": 0.143}"
Women's Bantamweight,overall,best,4,Joselyne Edwards,0.908,13,14,"{""prior_elo"": 1579.357, ""prior_win_rate"": 0.692, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 27.825, ""prior_finish_win_rate"": 0.308}"
